Event,RunTime,ADC,SiPM,DownTime,Temp
7814,68370788,370,73.62,12769992,28.31
7815,68381591,384,80.08,12772056,28.1
7816,68381617,408,90.57,12772061,28.2
7817,68414944,377,76.28,12778225,28.31
7818,68422234,359,69.86,12779722,28.31
7819,68423621,338,62.67,12779914,28.31
7820,68428229,377,76.28,12780845,28.1
7821,68429703,624,242.54,12781037,28.2
7822,68431852,354,67.99,12781420,28.31
7823,68458602,449,112.05,12786441,27.99
7824,68485564,455,117.03,12791520,28.2
7825,68502551,632,232.56,12794709,27.99
7826,68503194,489,138.11,12794903,28.1
7827,68540544,338,62.67,12801855,28.31
7828,68542448,412,92.93,12802230,28.31
7829,68546965,432,101.61,12802982,28.1
7830,68561491,419,97.2,12805806,28.2
7831,68564706,457,118.95,12806369,28.2
7832,68570231,396,85.28,12807506,28.2
7833,68570922,419,97.2,12807513,28.31
7834,68580925,428,101.58,12809385,28.2
7835,68582816,366,72.41,12809764,28.2
7836,68588750,376,76.43,12810894,28.2
7837,68590905,402,87.25,12811277,28.2
7838,68599786,453,113.81,12812965,28.1
7839,68607921,494,141.37,12814472,28.2
7840,68623854,408,90.57,12817493,28.31
7841,68629486,408,90.57,12818619,27.99
7842,68631229,487,132.65,12818998,28.1
7843,68648480,435,104.92,12822196,28.1
7844,68651884,275,47.73,12822763,28.31
7845,68662641,511,149.39,12824811,28.1
7846,68666686,455,117.03,12825572,28.1
7847,68674776,432,101.61,12827077,28.2
7848,68692537,387,81.05,12830448,28.31
7849,68693929,359,69.86,12830642,28.31
7850,68695755,344,64.67,12831019,28.31
7851,68702680,348,65.64,12832326,28.31
7852,68704902,415,95,12832701,28.31
7853,68709890,483,132.6,12833639,27.99
7854,68728946,497,142.37,12837207,27.99
7855,68734557,376,76.43,12838345,28.31
7856,68755546,448,112.41,12842267,28.2
7857,68773246,348,65.64,12845653,28.31
7858,68784582,396,85.28,12847700,28.2
7859,68789905,481,129.57,12848642,28.2
7860,68808650,376,76.43,12852210,28.31
7861,68823943,524,150.73,12855010,27.88
7862,68825719,415,95,12855392,28.1
7863,68829973,207,35.26,12856147,28.31
7864,68842861,455,117.03,12858570,28.1
7865,68850802,448,112.41,12860078,28.2
7866,68871602,423,97.36,12864026,28.1
7867,68872601,359,69.86,12864218,28.2
7868,68875683,454,115.28,12864781,28.2
7869,68880845,376,76.43,12865724,28.2
7870,68883232,327,59.28,12866293,28.31
7871,68887691,371,73.82,12867045,28.31
7872,68892849,307,54.48,12867987,28.31
7873,68895920,449,112.05,12868550,28.1
7874,68929856,455,117.03,12874942,28.2
7875,68940965,371,73.82,12877018,28.31
7876,68942723,414,93.93,12877396,28.2
7877,68951892,371,73.82,12879086,28.31
7878,68964784,492,134.92,12881516,27.99
7879,68975529,408,90.57,12883584,28.2
7880,69001309,384,80.08,12888453,28.2
7881,69006709,408,90.57,12889395,28.31
7882,69033322,527,155.96,12894437,28.1
7883,69055851,481,129.57,12898590,28.1
7884,69057580,368,72.93,12898971,28.2
7885,69075972,435,104.92,12902344,28.2
7886,69078266,508,144.95,12902910,27.99
7887,69108775,412,92.93,12908587,28.2
7888,69116908,455,117.03,12910087,28.2
7889,69136785,391,82.35,12913848,28.1
7890,69137754,63,17.91,12914039,28.31
7891,69139977,399,87.3,12914413,28.2
