Event,RunTime,ADC,SiPM,DownTime,Temp
266,259907,152,26.78,49512,25.52
267,262751,450,114.31,50066,25.09
268,263840,147,26.19,50257,25.3
269,265765,419,97.2,50628,24.77
270,265942,71,19.06,50633,24.66
271,268628,57,16.93,51187,24.98
272,268968,98,21.83,51192,25.52
273,272605,412,92.93,51929,24.98
274,273462,127,24.18,52119,25.41
275,273956,312,55.68,52124,24.77
276,274462,371,73.82,52313,25.52
277,274708,312,55.68,52318,25.52
278,274788,285,49.78,52323,25.95
279,276568,376,76.43,52696,25.63
280,276644,412,92.93,52701,25.84
281,276740,271,46.93,52706,25.52
282,276872,227,38.83,52711,24.87
283,278829,483,132.6,53082,24.98
284,279280,143,25.74,53273,25.84
285,279727,243,41.74,53278,25.2
286,280383,291,50.97,53467,25.84
287,280821,56,16.76,53472,24.87
288,283378,337,62.3,54026,25.73
289,284646,399,87.3,54215,24.98
290,286945,204,34.73,54590,25.63
291,288599,165,28.48,54961,25.09
292,288962,57,16.93,54966,25.41
293,288990,332,61.17,54971,25.73
294,289363,112,22.94,55159,24.87
295,291561,307,54.48,55530,25.52
296,292251,97,21.75,55719,25.52
297,292657,102,22.15,55724,25.3
298,293852,454,115.28,55912,25.84
299,295348,217,37.04,56289,24.77
300,298259,377,76.28,56843,25.09
301,301478,287,50.23,57402,24.87
302,301950,157,27.4,57407,25.95
303,302989,263,45.37,57595,25.52
304,303514,79,20.03,57783,25.41
305,303681,233,39.92,57787,25.84
306,303789,90,21.14,57792,25.84
307,303838,134,24.82,57796,24.98
308,306852,326,59.13,58350,24.98
309,306909,255,43.96,58355,24.77
310,307954,57,16.93,58544,24.77
311,308419,359,69.86,58732,24.66
312,311373,325,59.05,59288,25.63
313,312714,147,26.19,59477,25.52
314,313517,224,38.29,59665,25.09
315,314594,282,49.11,59853,25.73
316,315283,405,89.57,60042,24.98
317,315328,706,334.98,60047,25.2
318,315598,427,101.26,60052,24.77
319,315860,152,26.78,60056,25.41
320,316374,295,51.75,60244,25.3
321,316455,53,16.22,60249,25.3
322,316713,353,67.64,60253,25.63
323,318576,230,39.39,60626,25.63
324,319590,79,20.03,60814,25.52
325,320256,105,22.39,61002,24.87
326,320737,331,60.51,61007,25.84
327,321927,79,20.03,61196,25.3
328,322446,71,19.06,61383,24.87
329,322513,287,50.23,61388,25.63
330,324781,299,52.61,61761,25.73
331,324818,56,16.76,61766,25.2
332,325738,241,41.39,61954,25.3
333,326471,414,93.93,62143,24.44
334,328190,88,20.96,62518,25.52
335,328215,146,26.08,62523,26.16
336,328916,126,24.09,62528,25.63
337,328925,167,28.76,62533,25.41
338,331748,179,30.55,63087,25.52
339,333830,49,15.48,63459,25.41
340,334613,131,24.54,63647,25.09
341,335599,112,22.94,63835,24.98
342,336282,121,23.66,64023,25.52
343,336409,71,19.06,64028,25.63
344,338396,467,121.56,64399,25.09
345,339197,240,41.21,64590,25.09
346,339730,221,37.76,64595,25.3
347,340478,101,22.08,64783,26.05
348,345336,442,108.05,65703,25.2
349,345910,67,18.51,65708,24.87
350,347473,316,56.81,66079,24.87
351,347967,167,28.76,66084,24.98
352,348279,93,21.41,66272,25.52
353,348752,295,51.75,66276,24.98
354,351427,66,18.36,66833,25.84
355,351518,294,51.51,66838,25.73
356,352684,390,82.7,67027,25.73
357,354402,152,26.78,67402,25.09
358,354476,268,46.26,67407,25.3
359,356526,152,26.78,67780,25.84
360,357302,504,143.61,67968,25.09
361,358755,66,18.36,68160,24.87
362,359259,266,46.0,68348,25.63
363,359367,290,50.82,68353,25.63
364,361540,216,36.85,68726,25.2
365,364316,69,18.79,69282,25.52
366,364678,332,61.17,69287,25.41
367,364904,125,24.0,69292,25.63
368,365196,76,19.69,69480,24.77
369,365586,103,22.23,69485,25.63
370,365731,206,35.07,69490,25.52
371,365772,415,95.0,69495,24.98
372,368984,126,24.09,70055,25.2
373,370814,82,20.36,70426,25.73
374,374330,281,48.9,71163,24.98
375,374499,255,43.96,71168,25.73
376,375502,270,46.71,71357,24.98
377,375791,359,69.86,71362,24.98
378,375847,331,60.51,71366,25.2
379,378344,236,40.44,71923,25.63
380,380409,352,66.89,72296,25.95
381,381288,307,54.48,72485,25.09
382,381668,48,15.29,72490,25.3
383,382211,190,32.33,72678,25.73
384,382957,61,17.6,72682,25.2
385,383328,71,19.06,72870,24.87
386,383474,238,40.82,72875,25.73
387,383737,316,56.81,72880,25.09
388,383885,312,55.68,72885,25.95
389,384384,344,64.67,73074,25.73
390,384520,124,23.92,73079,24.77
391,384974,359,69.86,73084,25.41
392,387691,227,38.83,73640,25.63
393,388346,203,34.56,73828,25.09
394,388448,230,39.39,73833,25.3
395,388697,448,112.41,73838,24.87
396,390608,124,23.92,74215,25.2
397,390884,181,30.87,74220,24.98
398,392310,268,46.26,74590,25.09
399,392563,368,72.93,74595,25.41
400,393591,50,15.67,74785,25.3
401,393940,63,17.91,74790,25.41
402,394396,90,21.14,74978,25.3
403,396956,270,46.71,75348,25.2
404,398467,99,21.91,75721,26.05
405,398550,126,24.09,75726,25.09
406,401485,78,19.92,76280,25.52
407,402938,248,42.69,76468,25.2
408,404710,133,24.73,76841,25.95
409,404867,51,15.86,76846,25.63
410,405698,56,16.76,77034,24.66
411,406349,254,43.77,77222,25.73
412,406393,63,17.91,77227,26.05
413,406848,415,95.0,77232,25.52
414,406927,217,37.04,77237,25.3
415,408881,50,15.67,77608,25.73
416,408919,412,92.93,77613,24.66
417,409581,90,21.14,77803,24.87
418,409721,143,25.74,77807,25.41
419,413271,227,38.83,78544,25.52
420,413634,365,71.38,78549,25.41
421,413699,131,24.54,78554,25.63
422,413882,115,23.18,78559,25.63
423,414585,198,33.69,78747,25.2
424,415719,497,142.37,78935,25.41
425,416236,229,39.22,79127,25.84
426,416331,112,22.94,79132,25.3
427,416921,51,15.86,79137,25.73
428,416994,396,85.28,79142,26.05
429,417559,280,48.67,79330,25.95
430,417963,123,23.83,79335,24.77
431,418624,112,22.94,79523,25.73
432,419664,248,42.69,79711,25.09
433,419696,50,15.67,79716,25.63
434,421612,99,21.91,80087,25.73
435,421935,63,17.91,80092,25.95
